Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume)
All Vehicles - StL All Vehicles Volume,Origin,169,SCHUYLER,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),5338
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),38830
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),7619
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),11910
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),11609
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),39349
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),8417
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),11176
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),12239
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),35500
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),5514
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),13257
All Vehicles - StL All Vehicles Volume,Origin,17,CASS,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),9335
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),11106
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),2514
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),3266
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),3298
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),11272
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),2807
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),2953
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),3531
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),10026
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),1668
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),3838
All Vehicles - StL All Vehicles Volume,Origin,171,SCOTT,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),2591
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),55924
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),11105
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),17936
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),17098
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),52891
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),11691
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),15472
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),16750
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),58679
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),9371
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),22819
All Vehicles - StL All Vehicles Volume,Origin,173,SHELBY,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),16613
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),13318
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),3104
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),4250
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),3871
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),13865
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),3436
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),4134
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),4161
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),11465
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),2319
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),4318
All Vehicles - StL All Vehicles Volume,Origin,175,STARK,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),3074
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),157094
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),30098
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),51586
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),48235
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),160412
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),33356
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),48992
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),51487
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),139310
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),21327
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),55195
All Vehicles - StL All Vehicles Volume,Origin,177,STEPHENSON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),38078
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),482098
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),91232
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),154721
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),150506
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),484761
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),102154
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),141782
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),156509
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),446139
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),62510
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),178517
All Vehicles - StL All Vehicles Volume,Origin,179,TAZEWELL,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),128910
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),58679
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),11327
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),19162
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),18063
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),58177
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),12434
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),17722
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),18392
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),56226
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),8187
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),21715
All Vehicles - StL All Vehicles Volume,Origin,181,UNION,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),16476
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),276028
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),49583
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),90824
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),85344
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),282986
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),55522
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),88531
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),90516
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),242070
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),34056
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),91921
All Vehicles - StL All Vehicles Volume,Origin,183,VERMILION,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),68716
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),40054
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),7537
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),13088
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),12497
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),41762
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),8352
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),12963
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),13609
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),34111
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),5355
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),12988
All Vehicles - StL All Vehicles Volume,Origin,185,WABASH,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),9471
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),66290
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),13270
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),21435
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),20356
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),68725
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),14841
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),20767
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),21908
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),56465
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),9192
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),21535
All Vehicles - StL All Vehicles Volume,Origin,187,WARREN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),15894
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),44936
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),9467
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),13455
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),13817
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),45692
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),10512
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),12539
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),14710
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),39962
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),6693
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),14617
All Vehicles - StL All Vehicles Volume,Origin,189,WASHINGTON,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),10957
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),864710
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),150455
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),291257
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),267145
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),890422
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),173320
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),286150
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),282487
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),753903
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),92072
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),290659
All Vehicles - StL All Vehicles Volume,Origin,19,CHAMPAIGN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),220770
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),47515
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),9084
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),15931
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),14341
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),48038
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),9904
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),15059
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),15144
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),43292
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),7013
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),17175
All Vehicles - StL All Vehicles Volume,Origin,191,WAYNE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),11570
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),49389
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),9868
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),16497
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),14614
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),50736
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),11020
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),16056
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),15622
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),42889
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),6763
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),16594
All Vehicles - StL All Vehicles Volume,Origin,193,WHITE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),11382
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),213098
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),39010
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),70358
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),66260
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),218312
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),42836
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),67369
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),71377
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),187346
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),28473
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),74322
All Vehicles - StL All Vehicles Volume,Origin,195,WHITESIDE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),51021
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2440187
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),460818
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),771131
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),738731
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2480247
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),519278
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),717537
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),774189
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2236656
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),309878
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),879232
All Vehicles - StL All Vehicles Volume,Origin,197,WILL,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),630228
All Vehicles - StL All Vehicles Volume,Origin,199,WILLIAMSON,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),231822
All Vehicles - StL All Vehicles Volume,Origin,199,WILLIAMSON,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),40781
All Vehicles - StL All Vehicles Volume,Origin,199,WILLIAMSON,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),77085
All Vehicles - StL All Vehicles Volume,Origin,199,WILLIAMSON,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),73107
All Vehicles - StL All Vehicles Volume,Origin,199,WILLIAMSON,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),235339
All Vehicles - StL All Vehicles Volume,Origin,199,WILLIAMSON,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),45951
